EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
E1507,47,Middle-aged,No,Travel_Rarely,1019,1,1,Life Sciences,1,5101,3,Male,38,1,5,Clinical Trial Manager,3,Single,8940,High,7207,1,Y,No,20,3,4,8,0,37,3,4,13,6,8,3
E1508,53,Middle-aged,Yes,Travel_Rarely,140,13,3,Medical,1,3216,4,Female,63,1,3,Senior CRA,1,Married,8946,Medium,10624,9,Y,Yes,13,3,2,8,1,15,2,4,8,12,7,2
E1509,25,Middle-aged,Yes,Non-Travel,1019,8,1,Other,1,4612,4,Female,69,1,5,Clinical Trial Manager,1,Married,10376,Low,2424,1,Y,Yes,23,4,2,8,0,4,8,4,7,4,1,6
E1510,51,Senior,No,Travel_Frequently,705,28,4,Technical Degree,1,6288,4,Male,58,3,2,Senior CRA,1,Single,18049,Low,7647,5,Y,No,19,4,1,8,2,6,8,1,5,13,6,1
E1511,30,Middle-aged,Yes,Travel_Rarely,791,7,1,Life Sciences,1,1625,2,Male,90,1,1,Clinical Trial Assistant,4,Married,2747,Low,4225,1,Y,Yes,24,3,2,8,2,15,4,1,10,3,1,5
E1512,28,Senior,Yes,Travel_Rarely,1378,9,2,Life Sciences,1,4641,4,Male,44,2,1,Clinical Research Associate II,2,Divorced,13129,Medium,9930,7,Y,Yes,10,3,1,8,2,16,6,4,6,9,4,12
E1513,40,Young,No,Travel_Frequently,668,16,4,Life Sciences,1,6170,1,Male,67,3,1,Senior CRA,1,Married,4613,Medium,18228,0,Y,No,17,1,1,8,2,11,5,2,5,14,1,14
E1514,31,Middle-aged,No,Non-Travel,1367,2,4,Technical Degree,1,7527,3,Male,68,3,3,Clinical Trial Manager,4,Married,16475,Medium,14468,1,Y,Yes,21,1,1,8,3,4,8,4,14,1,5,8
E1515,23,Senior,Yes,Non-Travel,446,17,1,Other,1,7312,4,Male,55,3,3,Senior CRA,2,Married,8350,Low,10827,9,Y,Yes,24,1,3,8,1,39,0,4,4,10,3,5
E1516,46,Senior,Yes,Travel_Rarely,1082,13,2,Life Sciences,1,5424,2,Male,24,3,5,Clinical Research Associate II,1,Single,16819,Medium,9602,0,Y,No,13,3,4,8,0,18,9,3,29,3,1,11
E1517,20,Young,No,Travel_Rarely,239,2,2,Medical,1,8523,4,Female,96,4,2,Clinical Research Associate I,1,Divorced,16965,Medium,2229,4,Y,No,18,4,2,8,1,0,2,1,16,5,4,6
E1518,58,Young,Yes,Travel_Frequently,430,22,2,Technical Degree,1,6748,2,Male,69,1,4,Clinical Project Manager,4,Single,13125,Medium,17339,6,Y,No,18,3,3,8,1,13,6,1,24,5,1,0
E1519,31,Senior,Yes,Non-Travel,967,15,3,Technical Degree,1,2569,3,Female,47,2,3,Clinical Research Associate II,2,Divorced,15982,High,4641,3,Y,No,18,1,2,8,1,8,0,3,7,1,1,8
E1520,19,Young,Yes,Non-Travel,503,22,4,Medical,1,6243,2,Female,34,2,3,Clinical Research Associate I,2,Married,3801,Low,5030,6,Y,No,24,3,2,8,2,0,9,3,5,9,5,4
E1521,18,Young,Yes,Travel_Frequently,583,2,1,Other,1,1802,3,Female,87,2,1,Clinical Research Associate I,2,Divorced,17734,Low,10588,6,Y,No,23,2,3,8,0,8,8,3,6,6,5,2
E1522,27,Young,Yes,Non-Travel,1488,26,2,Medical,1,6052,4,Female,22,2,1,Clinical Research Associate II,1,Single,7630,Low,17768,3,Y,No,12,4,2,8,0,10,4,2,1,6,3,11
E1523,30,Middle-aged,Yes,Non-Travel,1387,11,2,Technical Degree,1,1624,2,Female,46,3,5,Clinical Trial Assistant,1,Single,14413,High,15799,2,Y,Yes,13,2,2,8,1,13,8,1,7,9,7,7
E1524,18,Middle-aged,Yes,Travel_Rarely,1094,10,1,Other,1,6576,1,Female,45,1,2,Clinical Research Associate II,1,Married,14244,Low,13793,9,Y,No,22,4,1,8,0,6,5,4,19,2,3,13
E1525,43,Middle-aged,Yes,Travel_Frequently,1345,25,2,Technical Degree,1,2576,4,Male,21,3,4,Clinical Research Associate I,3,Single,19121,Medium,12539,4,Y,Yes,21,2,2,8,3,9,3,3,24,12,7,4
E1526,21,Senior,Yes,Travel_Rarely,437,26,2,Life Sciences,1,6229,1,Female,89,1,2,Clinical Trial Assistant,2,Married,18068,Low,2783,1,Y,No,15,2,1,8,1,20,8,2,24,11,9,12
E1527,40,Middle-aged,Yes,Travel_Rarely,1086,29,2,Other,1,7228,3,Male,64,4,2,Clinical Trial Manager,4,Married,11576,Low,1774,0,Y,No,22,4,4,8,1,21,4,4,29,4,6,4
E1528,54,Young,Yes,Non-Travel,1049,8,2,Medical,1,1628,2,Male,57,2,1,Clinical Project Manager,1,Divorced,7952,High,9062,1,Y,Yes,23,1,4,8,3,11,9,1,21,8,7,8
E1529,28,Middle-aged,No,Non-Travel,399,10,3,Life Sciences,1,4711,4,Female,66,2,4,Senior CRA,3,Single,18158,Low,15529,2,Y,No,11,1,1,8,1,3,2,2,6,9,4,3
E1530,29,Middle-aged,Yes,Travel_Frequently,535,11,3,Technical Degree,1,8894,2,Female,74,1,1,Clinical Trial Assistant,1,Married,9424,Medium,9661,7,Y,No,12,2,2,8,1,31,4,4,5,1,5,6
E1531,21,Middle-aged,Yes,Travel_Frequently,987,26,1,Medical,1,7685,1,Male,97,4,1,Clinical Research Associate I,2,Divorced,16130,Medium,6100,0,Y,No,23,1,1,8,1,23,5,4,27,6,8,12
E1532,36,Young,Yes,Travel_Frequently,1499,20,4,Medical,1,1939,4,Female,44,2,3,Clinical Research Associate II,4,Divorced,2586,Medium,3931,4,Y,No,23,3,1,8,3,38,2,3,7,9,5,6
E1533,30,Young,No,Travel_Frequently,1050,8,3,Medical,1,1324,4,Male,43,4,1,Clinical Project Manager,3,Single,15216,High,5733,9,Y,Yes,10,3,4,8,1,10,3,4,3,13,8,3
E1534,46,Senior,No,Travel_Frequently,696,11,3,Medical,1,1054,4,Male,24,3,3,Senior CRA,4,Married,3670,High,8375,5,Y,No,10,4,1,8,2,36,1,1,17,14,6,8
E1535,34,Middle-aged,No,Travel_Rarely,968,17,3,Technical Degree,1,9610,3,Male,49,3,2,Clinical Research Associate I,2,Divorced,12437,Medium,7186,2,Y,Yes,16,1,2,8,1,16,6,1,3,8,2,11
E1536,19,Middle-aged,Yes,Non-Travel,328,1,2,Technical Degree,1,2988,2,Male,30,1,5,Clinical Research Associate I,1,Divorced,10826,High,12989,0,Y,Yes,18,2,4,8,3,28,0,4,22,9,9,4
E1537,32,Middle-aged,Yes,Travel_Rarely,242,5,2,Medical,1,2669,1,Male,51,2,1,Clinical Project Manager,2,Divorced,12970,Low,5518,9,Y,No,12,4,1,8,1,25,9,2,15,3,4,14
E1538,28,Middle-aged,Yes,Non-Travel,878,9,2,Other,1,5688,4,Male,42,4,4,Senior CRA,3,Single,4960,Low,1525,0,Y,Yes,17,3,1,8,1,5,7,1,22,6,9,3
E1539,21,Young,Yes,Travel_Frequently,782,11,1,Medical,1,1889,3,Male,26,4,2,Clinical Research Associate II,1,Divorced,3506,Medium,14343,2,Y,Yes,12,2,3,8,0,21,9,1,27,4,3,5
E1540,55,Middle-aged,Yes,Non-Travel,761,4,2,Life Sciences,1,8082,1,Female,40,2,1,Senior CRA,4,Married,2474,High,10145,7,Y,Yes,12,3,2,8,2,1,2,2,5,2,6,12
E1541,21,Young,Yes,Travel_Frequently,318,26,2,Technical Degree,1,8888,1,Male,72,2,3,Senior CRA,3,Divorced,18509,Low,17073,8,Y,No,16,3,4,8,3,15,8,2,13,13,2,3
E1542,33,Senior,Yes,Travel_Frequently,579,27,4,Other,1,7715,3,Female,34,3,2,Clinical Research Associate I,1,Married,12113,High,18841,8,Y,No,16,1,3,8,1,29,5,4,18,3,1,7
E1543,41,Young,No,Non-Travel,415,6,2,Medical,1,9522,3,Female,50,2,1,Senior CRA,2,Single,2174,Medium,13936,8,Y,Yes,23,1,4,8,3,36,4,2,5,14,3,12
E1544,40,Senior,Yes,Travel_Frequently,1030,22,4,Other,1,6082,1,Female,96,4,3,Clinical Research Associate II,2,Divorced,17607,High,17305,2,Y,No,21,2,1,8,1,35,2,4,23,8,4,4
E1545,20,Young,No,Travel_Frequently,621,12,4,Life Sciences,1,1696,1,Female,94,1,5,Clinical Trial Assistant,1,Married,3823,Medium,6351,0,Y,Yes,19,3,3,8,0,16,9,4,6,0,6,5
E1546,33,Middle-aged,No,Travel_Rarely,898,9,4,Medical,1,7120,3,Female,80,2,5,Clinical Research Associate II,1,Divorced,16495,High,16916,3,Y,No,23,4,3,8,0,27,2,2,15,5,8,2
E1547,44,Middle-aged,Yes,Travel_Frequently,220,1,1,Technical Degree,1,7877,1,Female,79,1,2,Senior CRA,4,Married,5680,Low,7338,0,Y,No,24,1,4,8,0,1,5,4,29,1,1,4
E1548,23,Middle-aged,No,Non-Travel,1250,10,1,Other,1,8023,3,Male,77,4,4,Clinical Research Associate II,1,Married,4288,Low,6557,7,Y,No,12,3,4,8,0,14,9,1,26,1,2,10
E1549,57,Senior,No,Travel_Rarely,1207,29,1,Life Sciences,1,7772,2,Male,79,1,2,Clinical Research Associate II,1,Single,19224,Medium,5508,9,Y,No,22,3,1,8,2,13,8,2,8,8,4,10
E1550,40,Middle-aged,Yes,Travel_Rarely,1143,16,2,Life Sciences,1,3874,3,Female,24,2,1,Senior CRA,2,Single,18442,Medium,4571,5,Y,No,16,3,3,8,3,17,9,4,29,4,7,14
E1551,25,Middle-aged,Yes,Travel_Frequently,1120,16,3,Life Sciences,1,3976,2,Male,38,1,4,Clinical Trial Assistant,3,Married,4049,Medium,19639,6,Y,Yes,14,4,4,8,2,33,5,3,3,14,1,4
E1552,18,Young,Yes,Non-Travel,1473,12,2,Other,1,4929,2,Female,65,2,3,Clinical Trial Manager,3,Single,9559,High,7453,7,Y,Yes,12,4,2,8,3,12,7,2,15,5,3,5
E1553,49,Middle-aged,Yes,Travel_Frequently,1121,6,2,Other,1,6458,4,Male,30,2,1,Clinical Research Associate I,3,Single,5724,Low,11866,8,Y,No,17,3,3,8,0,11,4,2,13,12,4,8
E1554,57,Middle-aged,Yes,Travel_Frequently,320,13,1,Other,1,5573,1,Male,20,4,3,Clinical Trial Assistant,2,Divorced,9686,High,5840,2,Y,No,23,4,3,8,0,28,0,2,6,8,6,7
E1555,38,Senior,No,Non-Travel,482,16,1,Technical Degree,1,8565,1,Male,33,3,1,Senior CRA,2,Married,10540,Low,15299,4,Y,Yes,15,2,4,8,3,37,3,1,1,11,8,8
E1556,37,Young,No,Travel_Frequently,251,17,4,Medical,1,2481,4,Female,88,2,1,Senior CRA,4,Married,2888,High,10423,2,Y,Yes,17,3,2,8,2,9,2,2,14,4,8,8
E1557,28,Young,No,Travel_Rarely,533,13,2,Life Sciences,1,3119,3,Male,56,3,2,Clinical Research Associate II,2,Married,10391,Low,10217,9,Y,Yes,16,3,2,8,2,22,3,2,26,14,6,5
E1558,28,Middle-aged,Yes,Travel_Rarely,1017,12,1,Medical,1,9366,1,Female,32,3,2,Clinical Trial Manager,1,Divorced,10670,High,12835,5,Y,No,16,2,2,8,3,26,8,1,17,12,8,1
E1559,49,Middle-aged,Yes,Travel_Rarely,1292,18,4,Life Sciences,1,5479,1,Female,51,4,2,Clinical Research Associate II,4,Divorced,8932,High,14665,8,Y,No,17,1,2,8,0,9,6,1,24,14,2,5
E1560,32,Middle-aged,No,Non-Travel,1272,12,4,Technical Degree,1,1187,3,Male,92,3,1,Senior CRA,2,Divorced,16054,Low,12454,8,Y,Yes,14,4,1,8,1,22,1,3,4,6,3,6
E1561,20,Middle-aged,Yes,Travel_Rarely,963,11,1,Other,1,3163,4,Female,98,4,4,Clinical Trial Assistant,1,Married,4903,High,14952,9,Y,No,17,1,3,8,3,34,2,4,24,4,0,8
E1562,38,Young,No,Travel_Rarely,452,19,4,Life Sciences,1,2124,4,Female,64,2,3,Senior CRA,3,Single,16437,Medium,4808,8,Y,No,19,1,4,8,0,6,5,1,19,9,0,1
E1563,39,Young,No,Non-Travel,1208,5,1,Technical Degree,1,1897,1,Female,95,4,1,Clinical Trial Manager,1,Single,17367,Low,17938,6,Y,Yes,10,3,2,8,2,11,4,3,4,3,3,13
E1564,31,Senior,Yes,Travel_Rarely,1263,2,2,Other,1,5620,4,Male,85,3,4,Clinical Trial Manager,1,Single,3755,Low,2785,3,Y,No,12,2,3,8,3,21,7,1,5,10,6,13
E1565,47,Senior,No,Travel_Rarely,340,19,2,Other,1,2971,2,Female,31,3,1,Clinical Trial Assistant,4,Single,16772,High,1459,5,Y,Yes,19,4,1,8,2,22,9,2,28,1,9,0
E1566,56,Senior,No,Travel_Rarely,667,18,1,Life Sciences,1,1891,1,Female,29,4,2,Clinical Project Manager,1,Married,7652,Medium,4924,3,Y,No,15,4,1,8,2,13,9,2,13,14,6,8
E1567,27,Middle-aged,No,Non-Travel,568,11,4,Other,1,3561,2,Male,41,4,2,Clinical Trial Manager,4,Divorced,4287,Low,3112,3,Y,Yes,11,2,4,8,3,20,8,3,27,14,9,0
E1568,56,Middle-aged,Yes,Non-Travel,764,1,2,Medical,1,5382,4,Female,29,2,3,Senior CRA,3,Divorced,8332,High,7409,2,Y,Yes,22,3,4,8,2,19,5,3,0,7,1,5
E1569,43,Middle-aged,Yes,Travel_Frequently,945,13,4,Other,1,2800,4,Female,21,3,3,Clinical Trial Manager,2,Divorced,10690,High,10420,7,Y,No,13,1,2,8,1,27,6,3,6,10,8,10
E1570,48,Senior,Yes,Non-Travel,427,15,1,Medical,1,7462,3,Male,47,3,2,Clinical Trial Manager,2,Single,3959,Medium,17716,5,Y,Yes,24,3,1,8,2,34,4,3,25,10,0,14
E1571,33,Middle-aged,Yes,Travel_Rarely,1330,13,3,Medical,1,4906,1,Male,83,2,4,Clinical Trial Manager,1,Single,19796,Medium,9888,6,Y,Yes,12,3,1,8,1,15,1,3,9,2,9,10
E1572,55,Young,No,Travel_Frequently,1184,16,1,Life Sciences,1,4714,1,Male,51,3,3,Senior CRA,1,Single,18218,Medium,14567,2,Y,Yes,23,3,2,8,1,19,3,1,27,10,5,10
E1573,24,Middle-aged,Yes,Travel_Rarely,431,2,1,Medical,1,7451,4,Male,58,3,1,Clinical Project Manager,3,Single,5796,Low,7657,1,Y,Yes,19,3,2,8,1,39,0,1,22,5,4,9
E1574,50,Middle-aged,No,Non-Travel,933,11,4,Medical,1,3579,2,Male,89,2,5,Clinical Research Associate I,3,Single,4577,High,15052,9,Y,No,17,1,1,8,1,14,3,1,1,6,2,0
E1575,18,Middle-aged,No,Travel_Rarely,1104,21,1,Medical,1,2462,1,Female,37,1,5,Clinical Research Associate II,4,Married,7027,High,8846,5,Y,Yes,15,1,2,8,2,2,8,3,18,6,5,13
E1576,42,Young,No,Travel_Rarely,571,20,2,Life Sciences,1,8182,2,Male,96,1,4,Senior CRA,2,Divorced,10514,High,9592,2,Y,Yes,13,4,3,8,2,14,1,2,1,1,2,14
E1577,49,Senior,Yes,Non-Travel,837,24,1,Other,1,9014,4,Male,25,3,3,Senior CRA,1,Married,15761,High,4021,5,Y,No,16,3,4,8,3,14,2,1,15,1,0,7
E1578,55,Senior,Yes,Travel_Rarely,312,16,2,Life Sciences,1,8934,4,Female,25,3,2,Clinical Research Associate I,2,Single,9928,Low,1125,4,Y,Yes,20,1,1,8,2,21,7,3,1,9,2,5
E1579,49,Senior,Yes,Travel_Frequently,167,9,1,Technical Degree,1,8676,2,Female,43,1,4,Senior CRA,1,Divorced,17701,Low,16267,0,Y,No,17,1,1,8,1,27,2,2,29,1,0,3
E1580,47,Senior,Yes,Travel_Frequently,1319,28,1,Other,1,3073,4,Female,93,4,4,Clinical Research Associate II,3,Single,7556,High,4927,1,Y,No,11,4,3,8,2,17,4,3,20,13,7,1
E1581,36,Middle-aged,No,Travel_Frequently,1115,5,1,Technical Degree,1,9652,1,Female,66,2,5,Clinical Project Manager,1,Divorced,10566,High,17290,6,Y,Yes,17,3,2,8,3,38,3,2,19,1,5,4
E1582,57,Senior,Yes,Non-Travel,1250,20,3,Life Sciences,1,4501,2,Female,58,2,2,Clinical Research Associate I,4,Single,8527,High,14436,0,Y,Yes,12,1,2,8,2,22,7,2,7,13,6,1
E1583,26,Middle-aged,Yes,Non-Travel,324,18,4,Technical Degree,1,9350,1,Male,22,4,4,Clinical Project Manager,3,Single,2629,Low,12591,3,Y,No,22,2,2,8,0,2,6,1,12,10,3,3
E1584,23,Senior,No,Travel_Rarely,1354,29,2,Medical,1,5523,3,Female,56,4,1,Clinical Trial Assistant,3,Married,14221,Medium,12014,1,Y,Yes,10,2,3,8,2,4,9,2,5,5,5,11
E1585,34,Middle-aged,No,Non-Travel,644,4,3,Life Sciences,1,5348,4,Male,98,3,4,Clinical Project Manager,3,Divorced,13074,Medium,16487,0,Y,Yes,12,2,2,8,0,32,6,3,6,13,5,1
E1586,19,Senior,No,Travel_Rarely,629,2,1,Life Sciences,1,1896,2,Female,44,4,1,Clinical Research Associate I,4,Divorced,3249,Medium,14641,7,Y,No,13,2,4,8,3,26,4,2,11,4,5,4
E1587,28,Middle-aged,Yes,Travel_Frequently,1210,14,4,Life Sciences,1,8103,1,Male,94,4,3,Clinical Trial Assistant,4,Married,17463,Low,9473,8,Y,No,10,3,4,8,2,24,8,3,21,9,2,2
E1588,19,Middle-aged,No,Travel_Rarely,1231,8,2,Life Sciences,1,1815,2,Male,87,1,3,Clinical Trial Manager,4,Single,11272,Low,11654,3,Y,Yes,20,4,2,8,1,39,2,3,9,11,9,7
E1589,19,Young,No,Travel_Frequently,1328,29,2,Technical Degree,1,5824,3,Female,60,3,5,Clinical Research Associate I,1,Divorced,13661,Medium,10306,5,Y,No,23,1,4,8,2,6,3,3,9,9,8,11
E1590,51,Young,Yes,Travel_Frequently,499,12,4,Other,1,9218,4,Male,88,3,1,Clinical Research Associate II,3,Married,7893,Medium,12753,8,Y,No,19,2,4,8,2,14,9,2,9,6,2,3
E1591,27,Senior,Yes,Non-Travel,794,9,4,Life Sciences,1,5585,1,Male,62,1,4,Senior CRA,1,Divorced,6397,High,9997,8,Y,No,11,3,3,8,0,21,4,1,22,7,2,1
E1592,43,Young,Yes,Travel_Frequently,684,21,3,Other,1,1737,4,Female,94,2,3,Clinical Trial Assistant,1,Divorced,12572,High,7695,1,Y,No,13,1,3,8,1,26,5,4,8,12,8,5
E1593,23,Young,Yes,Non-Travel,484,15,2,Life Sciences,1,8423,2,Male,80,3,1,Senior CRA,3,Single,18404,Low,10913,2,Y,Yes,17,2,4,8,2,34,9,2,3,3,1,3
E1594,19,Middle-aged,No,Non-Travel,795,5,2,Other,1,6584,4,Female,78,1,1,Senior CRA,1,Married,12675,Low,2954,8,Y,No,24,4,2,8,3,33,4,1,25,4,0,7
E1595,44,Young,Yes,Travel_Rarely,1486,6,2,Technical Degree,1,6532,2,Male,57,2,1,Clinical Research Associate II,2,Single,5429,High,3725,5,Y,Yes,14,2,1,8,3,35,5,3,15,13,4,3
E1596,33,Senior,Yes,Travel_Rarely,607,26,1,Medical,1,7416,3,Female,24,3,5,Clinical Research Associate II,3,Single,15996,Low,13092,7,Y,No,15,2,1,8,0,5,7,1,21,8,3,12
E1597,50,Middle-aged,Yes,Travel_Rarely,815,28,2,Other,1,8013,2,Female,83,4,1,Clinical Trial Manager,1,Married,14352,Medium,6776,2,Y,Yes,10,3,3,8,0,4,4,4,5,12,9,11
E1598,34,Senior,Yes,Travel_Rarely,147,14,2,Life Sciences,1,3197,2,Female,74,3,3,Clinical Research Associate II,4,Married,18997,Low,1143,5,Y,No,21,2,4,8,3,3,3,1,27,4,2,6
E1599,23,Senior,Yes,Non-Travel,785,8,3,Technical Degree,1,6368,3,Male,41,2,2,Clinical Research Associate II,4,Married,12895,Medium,13634,2,Y,No,15,4,4,8,1,6,7,1,24,0,4,1
E1600,41,Middle-aged,No,Travel_Frequently,696,29,4,Technical Degree,1,7147,2,Male,24,3,3,Senior CRA,3,Single,12228,High,8171,9,Y,Yes,17,3,1,8,3,7,3,2,19,9,8,6
E1601,46,Young,No,Travel_Rarely,1448,22,4,Medical,1,3865,2,Female,70,1,3,Clinical Research Associate II,2,Divorced,5060,High,16903,1,Y,No,20,4,3,8,2,22,6,1,10,7,6,4
E1602,44,Senior,Yes,Travel_Rarely,631,4,1,Other,1,1838,2,Female,99,3,3,Clinical Trial Assistant,4,Married,4287,Medium,10676,2,Y,Yes,11,2,2,8,0,10,4,4,0,1,4,4
E1603,32,Senior,Yes,Non-Travel,965,7,2,Life Sciences,1,5513,1,Male,58,4,3,Clinical Trial Manager,4,Single,19977,High,6259,9,Y,No,18,1,2,8,0,30,2,2,4,1,2,12
E1604,58,Senior,Yes,Travel_Rarely,558,7,4,Medical,1,4017,3,Male,29,4,1,Clinical Research Associate I,4,Divorced,18596,Low,3288,9,Y,Yes,20,4,4,8,2,39,9,4,2,8,1,0
E1605,58,Middle-aged,Yes,Travel_Rarely,1481,13,4,Life Sciences,1,5974,3,Male,75,2,5,Senior CRA,3,Divorced,15143,Medium,1373,4,Y,Yes,23,3,2,8,2,9,1,1,11,11,1,10
E1606,20,Middle-aged,Yes,Travel_Rarely,752,3,1,Technical Degree,1,3754,4,Male,70,2,2,Clinical Project Manager,1,Divorced,11597,High,16986,3,Y,No,21,4,3,8,2,14,2,4,16,11,9,3
E1607,22,Senior,Yes,Non-Travel,949,8,4,Other,1,8039,3,Male,91,3,1,Clinical Research Associate II,4,Single,8840,High,6184,5,Y,No,10,4,4,8,3,25,5,4,22,5,9,14
E1608,57,Young,No,Travel_Frequently,1219,26,2,Technical Degree,1,6100,3,Female,52,1,2,Clinical Research Associate II,3,Single,13467,Low,6446,4,Y,No,11,1,4,8,3,27,6,1,26,14,3,6
E1609,50,Middle-aged,No,Travel_Frequently,116,29,4,Medical,1,5415,4,Female,96,3,5,Clinical Research Associate II,2,Married,12815,Medium,19839,4,Y,Yes,16,3,3,8,2,14,3,3,29,9,7,7
E1610,49,Senior,Yes,Travel_Rarely,494,27,3,Other,1,8159,4,Male,90,2,1,Clinical Trial Manager,3,Divorced,3677,Low,17489,5,Y,Yes,10,2,1,8,2,26,8,1,14,5,0,13
E1611,32,Young,Yes,Non-Travel,1102,9,3,Technical Degree,1,9388,4,Female,25,4,3,Senior CRA,2,Divorced,7952,High,17412,9,Y,No,15,3,1,8,2,22,7,3,19,2,2,1
E1612,39,Senior,Yes,Travel_Frequently,734,1,3,Life Sciences,1,2284,4,Female,74,3,1,Clinical Trial Manager,2,Married,19125,High,19014,3,Y,No,17,2,4,8,2,1,3,1,4,13,8,8
E1613,36,Middle-aged,Yes,Travel_Frequently,633,29,4,Medical,1,1041,4,Male,98,2,1,Senior CRA,1,Married,11279,Medium,9493,1,Y,No,11,2,3,8,3,29,3,3,8,4,7,9
E1614,23,Middle-aged,Yes,Travel_Rarely,103,2,4,Other,1,8192,4,Female,67,3,2,Clinical Trial Manager,2,Single,9386,Low,8781,0,Y,No,13,2,3,8,1,38,0,2,7,1,8,0
E1615,51,Senior,Yes,Non-Travel,437,26,3,Technical Degree,1,9364,3,Male,54,3,4,Clinical Trial Manager,2,Married,11285,Medium,19717,0,Y,Yes,24,1,4,8,0,14,8,2,20,1,6,9
E1616,44,Senior,No,Travel_Rarely,1006,11,4,Other,1,9063,4,Male,94,1,2,Clinical Research Associate II,2,Divorced,13926,Low,16386,1,Y,No,22,2,4,8,1,3,4,3,5,6,4,13
E1617,41,Senior,No,Travel_Frequently,258,6,4,Other,1,1434,3,Male,88,2,5,Clinical Trial Assistant,2,Single,13757,Medium,14784,5,Y,No,18,2,4,8,1,23,6,1,10,12,9,4
E1618,27,Young,Yes,Non-Travel,234,19,2,Other,1,7936,1,Male,45,2,4,Clinical Trial Manager,1,Single,10905,Medium,14288,1,Y,Yes,14,1,3,8,0,6,7,4,18,0,4,7
E1619,36,Senior,Yes,Non-Travel,1266,5,2,Technical Degree,1,1215,3,Male,88,4,1,Clinical Trial Manager,3,Married,8035,Low,14610,5,Y,No,14,4,1,8,2,31,2,2,15,14,2,3
E1620,31,Senior,No,Travel_Rarely,946,9,4,Life Sciences,1,5721,4,Male,63,4,4,Clinical Research Associate I,3,Single,12021,Low,3952,0,Y,No,13,4,3,8,0,39,5,4,20,7,0,7
E1621,27,Young,No,Travel_Frequently,1442,10,2,Medical,1,6733,3,Male,67,4,2,Clinical Project Manager,3,Single,9072,Low,11955,1,Y,No,23,2,2,8,1,29,0,3,12,5,2,3
E1622,52,Young,Yes,Travel_Rarely,741,25,3,Medical,1,2156,4,Female,20,2,1,Clinical Research Associate II,2,Married,2215,High,7662,7,Y,Yes,20,3,3,8,2,30,8,1,17,6,6,8
E1623,49,Middle-aged,No,Travel_Frequently,1100,24,4,Technical Degree,1,6618,1,Female,28,1,2,Clinical Research Associate I,1,Married,12474,Medium,18109,4,Y,Yes,13,2,1,8,0,18,8,4,22,3,2,14
E1624,32,Senior,Yes,Travel_Rarely,361,29,3,Other,1,1486,2,Female,49,2,2,Clinical Research Associate I,1,Single,6828,Medium,3833,8,Y,No,10,4,2,8,0,35,9,3,9,11,3,6
E1625,37,Young,Yes,Travel_Frequently,1182,3,1,Medical,1,3627,4,Female,58,4,4,Senior CRA,2,Divorced,3009,High,18069,6,Y,No,16,2,2,8,3,10,6,4,6,13,9,9
E1626,49,Young,Yes,Travel_Frequently,690,19,3,Medical,1,4999,1,Female,43,4,5,Clinical Project Manager,1,Divorced,5935,Low,15965,6,Y,No,17,1,1,8,3,37,1,4,5,4,4,12
E1627,19,Middle-aged,Yes,Non-Travel,737,23,4,Other,1,7423,3,Male,95,1,3,Clinical Project Manager,2,Single,7480,High,3228,7,Y,Yes,18,4,4,8,1,16,8,3,19,1,0,13
E1628,18,Senior,No,Travel_Rarely,400,18,1,Medical,1,7804,1,Female,77,4,4,Clinical Research Associate I,4,Single,19930,Medium,11420,6,Y,Yes,13,4,1,8,3,8,4,3,9,7,0,3
E1629,45,Middle-aged,Yes,Travel_Frequently,481,27,4,Technical Degree,1,3853,3,Female,89,4,3,Clinical Project Manager,2,Married,13842,High,14922,4,Y,Yes,16,1,3,8,0,27,1,1,18,1,4,14
E1630,20,Middle-aged,Yes,Travel_Rarely,514,26,3,Other,1,7347,1,Female,35,2,4,Clinical Trial Manager,3,Divorced,18623,High,19685,4,Y,No,18,2,2,8,2,2,4,1,26,3,1,14
E1631,51,Young,Yes,Non-Travel,1225,26,2,Life Sciences,1,7627,3,Male,22,2,5,Clinical Research Associate I,4,Married,13101,Medium,6003,8,Y,Yes,20,3,1,8,3,9,6,1,12,13,1,13
E1632,20,Senior,No,Travel_Frequently,607,3,2,Medical,1,3021,4,Male,45,1,2,Clinical Project Manager,3,Single,12729,High,4927,3,Y,No,14,3,4,8,2,0,4,4,29,11,0,12
E1633,34,Young,No,Travel_Frequently,304,11,4,Technical Degree,1,7628,1,Female,41,2,1,Clinical Research Associate II,1,Single,4712,Medium,11939,2,Y,Yes,14,1,3,8,1,8,9,1,19,12,9,6
E1634,46,Young,Yes,Travel_Frequently,820,4,1,Technical Degree,1,1364,3,Male,74,4,1,Clinical Research Associate II,1,Single,19357,High,4117,0,Y,No,11,1,1,8,2,29,5,2,25,2,2,14
